age,age_diff,height,height_diff,reach,reach_diff,stance,stance_diff,weight,weight_diff,won,won_diff,lost,lost_diff,drawn,drawn_diff,kos,kos_diff,result,decision,judge1,judge1_diff,judge2,judge2_diff,judge3,judge3_diff
25.0,-7.0,168.0,5.0,165.0,-3.0,orthodox,orthodox,139.0,0.0,19,-78,4,-15,2,-3,10,-54.0,win,TKO,,,,,,
30.0,1.0,185.0,-2.0,194.0,-2.0,orthodox,orthodox,195.0,-9.0,26,5,13,5,1,-3,20,6.0,win,RTD,,,,,,
20.0,-8.0,178.0,-7.0,183.0,-11.0,orthodox,orthodox,191.0,12.0,14,-10,1,-8,3,2,11,-9.0,win,PTS,,,,,,
28.0,-4.0,185.0,7.0,194.0,3.0,orthodox,orthodox,192.0,10.0,23,2,9,0,1,1,19,1.0,win,TKO,,,,,,
26.0,-4.0,185.0,7.0,194.0,3.0,orthodox,orthodox,182.0,9.0,20,-1,5,-3,1,1,17,-1.0,win,KO,,,,,,
26.0,-4.0,185.0,7.0,194.0,3.0,orthodox,orthodox,192.0,12.0,18,-3,5,-2,1,1,15,-3.0,win,KO,,,,,,
25.0,-4.0,185.0,7.0,194.0,3.0,orthodox,orthodox,194.0,18.0,17,-4,5,-1,1,1,14,-4.0,win,KO,,,,,,
33.0,9.0,170.0,5.0,175.0,18.0,orthodox,orthodox,126.0,1.0,29,1,7,5,0,0,22,-3.0,win,KO,,,,,,
32.0,13.0,170.0,5.0,175.0,5.0,orthodox,orthodox,126.0,0.0,26,9,7,5,0,0,20,9.0,win,SD,,,,,,
28.0,-3.0,170.0,0.0,173.0,-2.0,southpaw,southpaw,122.0,2.0,12,-14,4,-2,0,0,8,-12.0,win,UD,,,,,,
23.0,-2.0,170.0,8.0,175.0,7.0,orthodox,orthodox,114.0,-1.0,11,5,4,-4,0,0,8,6.0,win,UD,116.0,4.0,119.0,10.0,117.0,6.0
20.0,3.0,170.0,5.0,175.0,5.0,orthodox,orthodox,112.0,5.0,6,2,2,0,0,0,5,2.0,win,TKO,,,,,,
24.0,-1.0,191.0,6.0,196.0,-7.0,orthodox,orthodox,213.0,-3.0,19,-3,0,-1,0,0,16,-1.0,win,TKO,,,,,,
27.0,6.0,171.0,0.0,178.0,3.0,orthodox,orthodox,133.0,2.0,32,10,12,9,8,7,18,1.0,win,PTS,,,,,,
33.0,5.0,179.0,-23.0,183.0,-28.0,orthodox,orthodox,215.0,-35.0,36,-18,19,7,5,2,15,-20.0,draw,PTS,,,,,,
26.0,-5.0,207.0,28.0,208.0,25.0,orthodox,orthodox,209.0,-14.0,10,-23,1,-10,0,-5,9,-6.0,win,TKO,,,,,,
25.0,0.0,179.0,-14.0,183.0,-5.0,orthodox,orthodox,184.0,-5.0,15,12,3,2,3,3,8,7.0,win,KO,,,,,,
25.0,0.0,179.0,-14.0,183.0,-5.0,orthodox,orthodox,185.0,-5.0,14,11,3,3,3,3,8,7.0,win,DQ,,,,,,
25.0,0.0,179.0,-14.0,183.0,-5.0,orthodox,orthodox,184.0,-5.0,13,11,2,2,3,3,7,6.0,loss,PTS,,,,,,
24.0,-14.0,179.0,-1.0,183.0,-2.0,orthodox,orthodox,183.0,-3.0,8,-40,1,-16,1,-3,2,-29.0,loss,PTS,,,,,,
23.0,-15.0,179.0,-1.0,183.0,-2.0,orthodox,orthodox,183.0,-3.0,6,-41,0,-17,1,-3,2,-29.0,loss,PTS,,,,,,
54.0,29.0,191.0,-2.0,193.0,0.0,orthodox,orthodox,230.0,10.0,40,36,7,4,1,0,28,24.0,win,TKO,,,,,,
24.0,-15.0,198.0,7.0,206.0,13.0,orthodox,orthodox,211.0,-14.0,23,-16,0,-6,0,-1,19,-8.0,win,KO,,,,,,
27.0,-11.0,183.0,-8.0,196.0,3.0,orthodox,orthodox,218.0,1.0,10,-27,4,-1,0,-1,7,-18.0,win,TKO,,,,,,
30.0,-8.0,187.0,-4.0,203.0,10.0,orthodox,orthodox,218.0,-7.0,25,-11,6,1,3,2,17,-8.0,loss,SD,45.0,1.0,44.0,-1.0,45.0,-1.0
31.0,2.0,191.0,0.0,193.0,0.0,orthodox,orthodox,216.0,-47.0,16,-14,0,-3,0,0,14,-7.0,win,KO,,,,,,
25.0,-1.0,187.0,14.0,185.0,12.0,orthodox,orthodox,159.0,0.0,14,-9,0,-3,0,0,8,-2.0,win,TKO,,,,,,
24.0,-10.0,171.0,11.0,173.0,21.0,southpaw,southpaw,115.0,0.0,22,-8,1,-14,0,-2,10,-10.0,win,KO,,,,,,
21.0,-10.0,171.0,11.0,173.0,5.0,southpaw,southpaw,114.0,-1.0,11,1,0,-6,0,0,4,-4.0,win,TKO,,,,,,
27.0,0.0,163.0,3.0,168.0,0.0,orthodox,orthodox,112.0,0.0,11,1,1,-3,0,0,6,-2.0,win,UD,,,,,,
27.0,-2.0,163.0,3.0,168.0,0.0,orthodox,orthodox,112.0,0.0,10,-1,1,-4,0,0,6,1.0,win,PTS,,,,,,
26.0,-2.0,163.0,3.0,168.0,0.0,orthodox,orthodox,111.0,2.0,8,-2,1,-2,0,0,6,2.0,win,PTS,,,,,,
26.0,3.0,179.0,-4.0,184.0,-4.0,orthodox,orthodox,175.0,-8.0,52,31,6,0,2,1,20,19.0,win,PTS,,,,,,
22.0,1.0,179.0,-8.0,184.0,-4.0,orthodox,orthodox,173.0,-5.0,38,27,5,4,1,1,15,7.0,win,PTS,,,,,,
24.0,-14.0,171.0,0.0,178.0,-2.0,orthodox,orthodox,139.0,-8.0,78,-57,15,-26,6,-27,51,22.0,win,PTS,,,,,,
38.0,14.0,171.0,0.0,180.0,2.0,orthodox,orthodox,139.0,-7.0,134,56,41,27,33,27,29,-22.0,win,PTS,,,,,,
36.0,10.0,171.0,2.0,180.0,4.0,orthodox,orthodox,141.0,-10.0,121,54,38,-2,31,19,24,0.0,win,PTS,,,,,,
35.0,9.0,171.0,2.0,180.0,4.0,orthodox,orthodox,140.0,-1.0,120,55,37,-2,31,19,23,-1.0,loss,PTS,,,,,,
29.0,11.0,171.0,1.0,180.0,5.0,orthodox,orthodox,136.0,2.0,93,58,26,26,25,22,10,-14.0,draw,MD,,,,,,
28.0,8.0,171.0,3.0,180.0,12.0,orthodox,orthodox,138.0,4.0,81,67,20,14,24,20,8,3.0,loss,PTS,,,,,,
26.0,5.0,171.0,15.0,180.0,14.0,orthodox,orthodox,128.0,-1.0,69,15,15,5,21,11,7,1.0,win,PTS,,,,,,
25.0,0.0,171.0,11.0,180.0,15.0,orthodox,orthodox,128.0,0.0,68,-7,12,5,19,17,7,-20.0,win,PTS,,,,,,
21.0,-5.0,171.0,6.0,180.0,23.0,orthodox,orthodox,126.0,-5.0,44,-30,5,-25,16,-42,4,-7.0,win,PTS,,,,,,
32.0,-4.0,185.0,0.0,196.0,8.0,southpaw,southpaw,175.0,0.0,21,-8,3,-2,1,0,7,-17.0,win,UD,117.0,6.0,115.0,2.0,115.0,2.0
28.0,3.0,170.0,-15.0,178.0,-18.0,orthodox,orthodox,175.0,0.0,34,20,1,1,0,-1,23,19.0,loss,SD,113.0,-2.0,115.0,2.0,112.0,-4.0
26.0,-5.0,175.0,5.0,185.0,12.0,orthodox,orthodox,148.0,-1.0,70,51,24,16,2,0,31,23.0,loss,UD,,,97.0,-1.0,93.0,-4.0
23.0,0.0,178.0,3.0,180.0,-5.0,orthodox,orthodox,147.0,1.0,23,-27,0,-16,0,-2,19,-1.0,win,SD,,,6.0,4.0,5.0,1.0
31.0,6.0,187.0,4.0,196.0,13.0,orthodox,orthodox,214.0,11.0,6,-16,2,-4,1,1,4,-15.0,loss,KO,,,,,,
38.0,6.0,191.0,0.0,191.0,-7.0,orthodox,orthodox,210.0,-47.0,19,-5,2,-2,0,-2,14,-4.0,win,TKO,,,,,,
23.0,-9.0,191.0,8.0,198.0,18.0,orthodox,orthodox,187.0,-4.0,8,2,1,-20,0,-1,6,3.0,win,PTS,,,,,,
38.0,6.0,191.0,0.0,191.0,-7.0,orthodox,orthodox,210.0,-47.0,19,-5,2,-2,0,-2,14,-4.0,win,TKO,,,,,,
23.0,-9.0,191.0,8.0,198.0,18.0,orthodox,orthodox,187.0,-4.0,8,2,1,-20,0,-1,6,3.0,win,PTS,,,,,,
33.0,-5.0,193.0,6.0,189.0,4.0,orthodox,orthodox,176.0,-1.0,37,19,6,3,0,0,29,23.0,win,TKO,,,,,,
25.0,-5.0,191.0,6.0,203.0,7.0,orthodox,orthodox,210.0,-8.0,45,32,3,-7,0,-1,37,28.0,win,KO,,,,,,
26.0,-4.0,191.0,11.0,196.0,11.0,orthodox,orthodox,193.0,-27.0,57,11,8,-13,1,-1,47,24.0,win,KO,,,,,,
28.0,-3.0,173.0,0.0,180.0,5.0,orthodox,orthodox,135.0,1.0,22,-19,0,-3,0,0,9,0.0,win,UD,118.0,7.0,117.0,6.0,118.0,8.0
21.0,-7.0,198.0,5.0,213.0,4.0,orthodox,orthodox,230.0,-10.0,36,-52,3,-28,0,-7,33,-6.0,win,KO,,,,,,
19.0,-7.0,198.0,5.0,213.0,4.0,orthodox,orthodox,197.0,-42.0,13,-67,0,-23,0,-7,13,-23.0,loss,PTS,,,,,,
24.0,0.0,193.0,4.0,209.0,24.0,orthodox,orthodox,197.0,-9.0,64,31,15,-3,6,2,28,14.0,win,PTS,,,,,,
25.0,3.0,189.0,-4.0,191.0,-18.0,orthodox,orthodox,194.0,14.0,37,-13,11,5,6,1,22,-2.0,loss,PTS,,,,,,
21.0,2.0,193.0,-4.0,209.0,-9.0,orthodox,orthodox,190.0,-10.0,37,33,4,1,5,5,17,16.0,win,PTS,,,,,,
29.0,-3.0,168.0,5.0,178.0,15.0,orthodox,orthodox,118.0,1.0,19,2,2,0,0,0,15,5.0,win,TKO,,,,,,
28.0,-6.0,168.0,5.0,178.0,18.0,orthodox,orthodox,118.0,0.0,18,-21,1,-10,0,-3,15,2.0,win,UD,120.0,13.0,117.0,6.0,117.0,6.0
27.0,-9.0,185.0,2.0,183.0,0.0,orthodox,orthodox,158.0,-2.0,25,-26,4,-3,0,0,15,-16.0,win,RTD,47.0,2.0,46.0,1.0,46.0,1.0
33.0,0.0,177.0,-6.0,175.0,-8.0,southpaw,southpaw,154.0,0.0,23,-24,0,-5,0,0,18,-13.0,win,UD,116.0,4.0,118.0,8.0,117.0,6.0
33.0,5.0,183.0,0.0,183.0,-3.0,southpaw,southpaw,170.0,0.0,46,30,5,-5,0,-2,30,20.0,win,TKO,,,,,,
27.0,3.0,183.0,8.0,183.0,0.0,southpaw,southpaw,153.0,-1.0,34,12,2,0,0,0,24,6.0,win,UD,,,,,,
27.0,-1.0,183.0,10.0,183.0,3.0,southpaw,southpaw,154.0,2.0,33,12,2,2,0,-2,23,10.0,win,TKO,,,,,,
26.0,-7.0,183.0,15.0,183.0,18.0,southpaw,southpaw,155.0,0.0,32,12,2,-16,0,-3,23,20.0,win,UD,120.0,12.0,119.0,10.0,119.0,10.0
26.0,-3.0,183.0,12.0,183.0,-1.0,southpaw,southpaw,156.0,0.0,31,-16,2,-6,0,0,23,-6.0,win,UD,,,,,,
25.0,-4.0,183.0,10.0,183.0,5.0,southpaw,southpaw,160.0,5.0,30,17,2,-4,0,0,22,20.0,win,TKO,,,,,,
24.0,0.0,183.0,5.0,183.0,5.0,southpaw,southpaw,155.0,0.0,23,13,1,-3,0,-1,16,7.0,win,TKO,,,,,,
23.0,-5.0,183.0,5.0,183.0,15.0,southpaw,southpaw,154.0,0.0,18,4,1,-1,0,-1,11,3.0,win,RTD,,,,,,
23.0,1.0,183.0,13.0,183.0,-2.0,southpaw,southpaw,151.0,0.0,16,2,1,-1,0,-1,9,4.0,win,KO,,,,,,
22.0,-1.0,183.0,9.0,183.0,1.0,southpaw,southpaw,148.0,0.0,15,-3,1,0,0,-1,8,-5.0,win,TKO,,,,,,
22.0,-4.0,183.0,8.0,183.0,3.0,southpaw,southpaw,148.0,3.0,13,-8,1,-3,0,0,6,-6.0,win,KO,,,,,,
26.0,-7.0,164.0,5.0,168.0,8.0,orthodox,orthodox,118.0,0.0,29,-19,4,-11,0,0,17,-11.0,win,TKO,,,,,,
21.0,-9.0,168.0,9.0,165.0,5.0,orthodox,orthodox,123.0,0.0,19,-29,1,-6,1,1,18,-10.0,win,TKO,,,,,,
28.0,-4.0,159.0,-5.0,160.0,-3.0,orthodox,orthodox,118.0,0.0,41,12,7,-5,0,-1,26,8.0,win,UD,,,,,,
27.0,3.0,159.0,-9.0,160.0,-5.0,orthodox,orthodox,122.0,-1.0,39,16,7,6,0,0,26,12.0,win,SD,,,,,,
26.0,2.0,159.0,-10.0,160.0,-13.0,orthodox,orthodox,118.0,0.0,35,12,4,0,0,-3,25,6.0,loss,PTS,,,,,,
25.0,1.0,159.0,-9.0,160.0,-8.0,orthodox,orthodox,118.0,2.0,33,18,4,-5,0,-4,24,12.0,win,UD,,,,,,
22.0,-1.0,163.0,4.0,160.0,0.0,southpaw,southpaw,117.0,-1.0,19,-9,4,2,1,1,6,-16.0,win,KO,,,,,,
25.0,-10.0,178.0,-2.0,197.0,9.0,orthodox,orthodox,159.0,0.0,25,-15,0,-3,0,0,22,-13.0,win,TKO,,,,,,
33.0,5.0,180.0,5.0,188.0,8.0,orthodox,orthodox,168.0,-10.0,39,2,1,-3,0,-1,35,8.0,win,PTS,,,99.0,8.0,,
30.0,-2.0,180.0,-3.0,188.0,3.0,orthodox,orthodox,159.0,0.0,31,-2,0,-1,0,0,28,7.0,win,TKO,,,,,,
35.0,5.0,173.0,3.0,178.0,-5.0,orthodox,orthodox,142.0,0.0,35,9,10,5,0,0,26,15.0,win,KO,,,,,,
24.0,-10.0,175.0,2.0,178.0,0.0,orthodox,orthodox,140.0,-1.0,34,-1,2,-7,0,0,24,-2.0,win,UD,96.0,3.0,95.0,1.0,96.0,3.0
31.0,-3.0,171.0,-2.0,180.0,2.0,orthodox,orthodox,140.0,1.0,22,-12,0,-9,0,0,17,-8.0,loss,TKO,,,,,,
33.0,2.0,173.0,2.0,178.0,2.0,orthodox,orthodox,143.0,0.0,33,3,9,6,0,0,24,11.0,win,TKO,,,,,,
37.0,5.0,170.0,-3.0,183.0,5.0,orthodox,orthodox,143.0,1.0,33,3,17,9,1,1,14,-7.0,loss,KO,,,,,,
31.0,6.0,173.0,-7.0,178.0,8.0,orthodox,orthodox,140.0,0.0,29,13,7,7,0,0,20,5.0,win,KO,,,,,,
22.0,-3.0,178.0,5.0,188.0,10.0,orthodox,orthodox,140.0,1.0,17,-4,0,-4,0,0,12,-2.0,win,UD,120.0,13.0,119.0,10.0,119.0,10.0
34.0,10.0,175.0,2.0,185.0,7.0,orthodox,orthodox,137.0,-3.0,67,46,10,7,1,1,50,36.0,win,UD,118.0,8.0,118.0,8.0,118.0,8.0
30.0,-10.0,188.0,10.0,192.0,1.0,orthodox,orthodox,220.0,-19.0,18,-7,0,-17,1,-2,11,-10.0,win,RTD,,,,,,
34.0,-4.0,166.0,1.0,170.0,4.0,orthodox,orthodox,127.0,1.0,43,17,6,-9,4,3,19,0.0,win,TKO,,,,,,
32.0,1.0,166.0,-7.0,170.0,-8.0,orthodox,orthodox,131.0,1.0,41,20,6,-21,4,2,19,3.0,win,SD,,,,,,
26.0,-5.0,166.0,-4.0,170.0,10.0,orthodox,orthodox,122.0,0.0,40,22,3,-2,3,3,19,11.0,win,UD,115.0,3.0,116.0,5.0,115.0,3.0
25.0,2.0,166.0,2.0,170.0,5.0,orthodox,orthodox,122.0,0.0,38,-1,3,2,3,3,18,-13.0,win,UD,116.0,6.0,116.0,6.0,118.0,10.0
23.0,-10.0,166.0,0.0,170.0,-3.0,orthodox,orthodox,132.0,-5.0,32,23,3,-8,3,1,17,15.0,win,UD,,,,,,
20.0,-17.0,166.0,9.0,170.0,0.0,orthodox,orthodox,124.0,0.0,30,19,3,-9,2,1,16,9.0,win,UD,48.0,6.0,48.0,6.0,48.0,6.0
20.0,-4.0,166.0,2.0,170.0,0.0,orthodox,orthodox,125.0,1.0,30,12,3,3,1,-1,16,11.0,draw,PTS,194.0,2.0,194.0,-2.0,194.0,0.0
20.0,-10.0,166.0,-4.0,170.0,-3.0,orthodox,orthodox,127.0,0.0,28,10,3,-4,1,1,16,5.0,win,UD,100.0,9.0,98.0,6.0,99.0,7.0
19.0,-4.0,166.0,-3.0,170.0,0.0,orthodox,orthodox,122.0,-1.0,26,8,1,-1,1,1,15,11.0,loss,RTD,,,,,,
15.0,-11.0,166.0,0.0,170.0,-3.0,orthodox,orthodox,120.0,-2.0,3,-1,0,-1,0,-1,0,-1.0,win,UD,,,,,,
25.0,-8.0,165.0,1.0,173.0,10.0,orthodox,orthodox,122.0,1.0,36,7,3,-12,1,0,31,13.0,win,KO,,,,,,
33.0,6.0,163.0,-5.0,174.0,4.0,orthodox,orthodox,112.0,0.0,32,19,2,0,3,3,20,15.0,win,KO,84.0,-3.0,85.0,-1.0,85.0,-2.0
21.0,-11.0,178.0,7.0,178.0,-2.0,orthodox,orthodox,133.0,-2.0,73,36,1,-6,0,0,65,39.0,loss,TKO,,,104.0,-4.0,103.0,-1.0
30.0,-1.0,175.0,5.0,188.0,13.0,southpaw,southpaw,124.0,-1.0,28,7,2,2,2,2,22,6.0,win,UD,120.0,15.0,117.0,6.0,116.0,4.0
29.0,10.0,175.0,7.0,188.0,15.0,southpaw,southpaw,128.0,0.0,26,18,2,0,2,1,22,21.0,win,UD,59.0,4.0,59.0,4.0,59.0,4.0
25.0,-6.0,175.0,12.0,188.0,25.0,southpaw,southpaw,126.0,1.0,18,-5,1,-18,1,-5,15,9.0,win,KO,,,,,,
21.0,-2.0,175.0,2.0,188.0,10.0,southpaw,southpaw,126.0,0.0,3,-3,0,0,1,1,3,-2.0,loss,KO,,,,,,
29.0,5.0,175.0,0.0,175.0,-5.0,orthodox,orthodox,151.0,2.0,57,30,32,29,7,6,27,7.0,loss,UD,,,44.0,-5.0,43.0,-4.0
22.0,-11.0,175.0,12.0,180.0,17.0,orthodox,orthodox,145.0,-1.0,18,-49,0,-32,0,-10,14,-6.0,win,TKO,,,49.0,2.0,49.0,4.0
20.0,-5.0,170.0,2.0,173.0,-2.0,southpaw,southpaw,132.0,-2.0,15,-106,0,-33,0,-9,14,-13.0,win,KO,,,,,,
20.0,-5.0,170.0,0.0,173.0,8.0,southpaw,southpaw,132.0,-3.0,14,-14,0,-22,0,-8,13,5.0,win,KO,,,,,,
35.0,8.0,184.0,6.0,183.0,0.0,orthodox,orthodox,166.0,-1.0,48,2,4,1,0,-1,39,0.0,win,UD,114.0,4.0,115.0,5.0,117.0,8.0
28.0,2.0,165.0,-3.0,173.0,5.0,orthodox,orthodox,122.0,3.0,43,24,5,0,1,-1,37,23.0,win,UD,115.0,1.0,117.0,6.0,116.0,4.0
25.0,2.0,165.0,6.0,173.0,16.0,orthodox,orthodox,118.0,0.0,34,17,3,-10,1,1,29,20.0,win,KO,,,,,,
23.0,-1.0,165.0,0.0,173.0,-5.0,orthodox,orthodox,120.0,-2.0,31,19,2,-4,0,0,28,28.0,win,UD,96.0,2.0,98.0,6.0,99.0,5.0
23.0,-1.0,165.0,-5.0,173.0,5.0,orthodox,orthodox,123.0,4.0,30,16,2,-5,0,-1,27,22.0,win,KO,,,,,,
22.0,-6.0,165.0,0.0,173.0,8.0,orthodox,orthodox,115.0,0.0,28,16,1,-1,0,-1,25,21.0,win,TKO,106.0,7.0,106.0,8.0,107.0,9.0
20.0,-6.0,165.0,5.0,173.0,16.0,orthodox,orthodox,114.0,0.0,19,-5,0,-9,0,-2,17,9.0,win,RTD,,,,,,
30.0,2.0,168.0,-2.0,171.0,-2.0,orthodox,orthodox,134.0,5.0,82,44,50,47,10,9,42,23.0,loss,TKO,,,64.0,-6.0,64.0,-6.0
35.0,0.0,162.0,-8.0,163.0,3.0,southpaw,southpaw,126.0,-1.0,33,14,11,-6,3,3,16,8.0,win,TKO,,,,,,
34.0,9.0,162.0,-3.0,163.0,-20.0,southpaw,southpaw,126.0,1.0,32,14,10,2,3,1,16,3.0,win,MD,97.0,4.0,97.0,4.0,96.0,0.0
31.0,1.0,162.0,-6.0,163.0,-7.0,southpaw,southpaw,121.0,-1.0,30,1,9,8,2,2,15,-11.0,win,KO,59.0,4.0,59.0,4.0,58.0,2.0
30.0,7.0,162.0,-6.0,163.0,-14.0,southpaw,southpaw,126.0,-2.0,29,8,9,7,2,2,15,6.0,win,UD,,,,,,
30.0,5.0,162.0,-4.0,163.0,-7.0,southpaw,southpaw,122.0,3.0,28,7,9,8,2,1,14,-4.0,win,TKO,,,,,,
29.0,4.0,162.0,-8.0,163.0,-7.0,southpaw,southpaw,124.0,-1.0,25,6,9,2,2,0,13,5.0,win,UD,,,,,,
28.0,27.0,162.0,-16.0,163.0,-12.0,southpaw,southpaw,123.0,-1.0,23,4,9,0,2,1,12,-1.0,win,TD,,,,,,
28.0,4.0,162.0,-8.0,163.0,-17.0,southpaw,southpaw,126.0,-1.0,20,-18,8,1,2,1,11,-19.0,win,UD,,,,,,
26.0,1.0,162.0,-6.0,163.0,-10.0,southpaw,southpaw,134.0,-3.0,19,-28,5,-6,2,0,11,-16.0,win,UD,,,,,,
26.0,-4.0,162.0,-2.0,163.0,-2.0,southpaw,southpaw,124.0,0.0,18,-6,5,-6,2,2,10,-6.0,win,TKO,,,,,,
24.0,0.0,162.0,-6.0,163.0,-7.0,southpaw,southpaw,122.0,0.0,15,-11,3,2,2,2,9,-7.0,loss,DQ,,,,,,
32.0,7.0,166.0,-4.0,173.0,0.0,orthodox,orthodox,122.0,0.0,28,4,0,-1,0,-1,12,-1.0,draw,PTS,112.0,-2.0,114.0,0.0,113.0,0.0
27.0,2.0,166.0,-2.0,173.0,8.0,orthodox,orthodox,124.0,0.0,16,-15,0,-6,0,-1,9,-17.0,win,PTS,,,,,,
33.0,4.0,170.0,-5.0,180.0,-3.0,orthodox,orthodox,135.0,0.0,29,13,4,2,2,1,23,15.0,loss,UD,112.0,-1.0,111.0,-6.0,111.0,-4.0
26.0,0.0,171.0,-14.0,182.0,-7.0,orthodox,orthodox,160.0,0.0,91,18,22,-5,4,-2,43,18.0,loss,PTS,,,,,,
25.0,0.0,170.0,-8.0,173.0,-5.0,orthodox,orthodox,136.0,-2.0,49,30,17,12,8,7,26,17.0,win,TKO,,,,,,
24.0,-2.0,170.0,5.0,173.0,8.0,orthodox,orthodox,132.0,4.0,44,3,16,6,6,4,25,7.0,draw,PTS,,,,,,
23.0,-5.0,170.0,5.0,173.0,8.0,orthodox,orthodox,129.0,3.0,35,-4,13,-8,5,-3,21,11.0,draw,PTS,,,,,,
20.0,-6.0,170.0,5.0,173.0,8.0,orthodox,orthodox,129.0,-1.0,19,-17,9,-10,3,-2,15,5.0,loss,PTS,,,,,,
20.0,-2.0,170.0,4.0,173.0,3.0,orthodox,orthodox,126.0,5.0,15,1,9,5,2,0,12,10.0,draw,PTS,,,,,,
19.0,-14.0,170.0,11.0,173.0,10.0,orthodox,orthodox,126.0,-2.0,8,-46,7,-25,2,-6,7,-2.0,win,RTD,,,,,,
34.0,5.0,170.0,0.0,178.0,5.0,orthodox,orthodox,126.0,-1.0,37,20,7,4,3,3,21,12.0,win,TD,,,,,,
31.0,9.0,170.0,2.0,178.0,10.0,orthodox,orthodox,125.0,0.0,34,24,5,3,3,2,21,16.0,win,UD,,,,,,
31.0,9.0,170.0,2.0,178.0,10.0,orthodox,orthodox,126.0,-2.0,33,24,5,4,3,2,21,16.0,win,UD,,,,,,
31.0,0.0,170.0,0.0,178.0,5.0,orthodox,orthodox,121.0,-1.0,33,3,4,1,3,2,21,4.0,loss,UD,,,,,,
28.0,5.0,170.0,1.0,178.0,8.0,orthodox,orthodox,122.0,-1.0,28,9,1,-1,2,2,20,15.0,loss,UD,,,,,,
27.0,2.0,170.0,7.0,178.0,18.0,orthodox,orthodox,120.0,-2.0,26,13,1,-13,1,-1,20,11.0,win,PTS,,,,,,
22.0,-10.0,182.0,9.0,178.0,-5.0,orthodox,orthodox,154.0,-1.0,19,-9,0,-6,0,0,13,-3.0,win,UD,100.0,11.0,100.0,11.0,100.0,11.0
21.0,-9.0,182.0,2.0,178.0,-13.0,orthodox,orthodox,155.0,0.0,16,7,0,-2,0,0,11,8.0,win,TKO,,,,,,
21.0,-13.0,182.0,7.0,178.0,-10.0,orthodox,orthodox,155.0,0.0,15,4,0,-9,0,-1,11,7.0,win,UD,60.0,6.0,60.0,6.0,60.0,6.0
21.0,-8.0,182.0,7.0,178.0,-5.0,orthodox,orthodox,155.0,-2.0,13,0,0,-14,0,-1,9,0.0,win,TKO,,,,,,
20.0,-11.0,182.0,14.0,178.0,3.0,orthodox,orthodox,155.0,-2.0,12,0,0,-4,0,0,8,-1.0,win,TKO,,,,,,
36.0,9.0,152.0,-16.0,165.0,5.0,orthodox,orthodox,105.0,0.0,40,15,5,2,1,0,30,19.0,loss,KO,27.0,-3.0,27.0,-3.0,27.0,-3.0
34.0,-2.0,152.0,-11.0,165.0,-3.0,orthodox,orthodox,108.0,0.0,37,13,4,1,1,-1,30,17.0,win,SD,113.0,-2.0,115.0,2.0,115.0,2.0
33.0,7.0,152.0,-11.0,165.0,-3.0,orthodox,orthodox,108.0,0.0,34,16,3,-8,1,-1,29,21.0,win,TKO,,,,,,
31.0,7.0,152.0,-16.0,165.0,-3.0,orthodox,orthodox,105.0,0.0,33,11,1,-1,1,0,28,9.0,win,TKO,20.0,2.0,20.0,2.0,20.0,2.0
27.0,2.0,152.0,-3.0,165.0,8.0,orthodox,orthodox,105.0,0.0,24,18,0,0,0,0,19,15.0,win,TKO,,,,,,
28.0,3.0,178.0,10.0,185.0,16.0,orthodox,orthodox,135.0,0.0,28,4,3,-6,0,0,21,7.0,win,KO,,,,,,
26.0,-3.0,178.0,15.0,185.0,22.0,orthodox,orthodox,130.0,1.0,25,10,2,-2,0,-1,21,13.0,win,UD,97.0,4.0,99.0,8.0,98.0,7.0
26.0,0.0,178.0,13.0,185.0,12.0,orthodox,orthodox,135.0,0.0,24,3,2,1,0,-2,20,13.0,win,RTD,,,,,,
24.0,-4.0,178.0,15.0,185.0,15.0,orthodox,orthodox,126.0,0.0,21,-2,1,-3,0,-1,18,4.0,win,TKO,,,,,,
23.0,-13.0,178.0,8.0,185.0,12.0,orthodox,orthodox,129.0,0.0,20,-4,1,-6,0,0,18,5.0,win,UD,98.0,6.0,99.0,9.0,99.0,9.0
22.0,-7.0,178.0,10.0,185.0,12.0,orthodox,orthodox,128.0,0.0,16,-4,0,-11,0,-3,14,1.0,win,TKO,,,,,,
21.0,-3.0,178.0,5.0,185.0,17.0,orthodox,orthodox,130.0,-1.0,12,5,0,-2,0,-2,12,7.0,win,TKO,,,,,,
21.0,-8.0,178.0,5.0,185.0,7.0,orthodox,orthodox,127.0,0.0,11,-9,0,-15,0,-1,11,-4.0,win,KO,20.0,2.0,20.0,2.0,20.0,2.0
20.0,-13.0,178.0,12.0,185.0,10.0,orthodox,orthodox,132.0,0.0,8,-8,0,-19,0,-4,8,0.0,win,TKO,10.0,1.0,10.0,1.0,10.0,1.0
29.0,-4.0,188.0,8.0,201.0,20.0,orthodox,orthodox,175.0,0.0,38,20,3,0,0,-2,23,14.0,win,UD,118.0,9.0,117.0,7.0,116.0,5.0
28.0,-6.0,188.0,18.0,201.0,23.0,orthodox,orthodox,175.0,0.0,37,-10,2,-3,0,0,23,-7.0,win,TD,60.0,6.0,60.0,5.0,57.0,0.0
26.0,-9.0,188.0,17.0,201.0,13.0,orthodox,orthodox,177.0,5.0,33,22,1,-4,0,-1,22,15.0,win,UD,100.0,11.0,98.0,6.0,96.0,2.0
25.0,-2.0,188.0,10.0,201.0,23.0,orthodox,orthodox,175.0,0.0,29,19,1,-3,0,-2,19,14.0,win,TKO,,,,,,
