age,age_diff,height,height_diff,reach,reach_diff,stance,stance_diff,weight,weight_diff,won,won_diff,lost,lost_diff,drawn,drawn_diff,kos,kos_diff,result,decision,judge1,judge1_diff,judge2,judge2_diff,judge3,judge3_diff
29.0,6.0,171.0,1.0,182.0,7.0,orthodox,orthodox,141.0,-1.0,12,2,0,-1,0,-2,6,3.0,win,MD,79.0,6.0,77.0,2.0,76.0,0.0
23.0,-2.0,173.0,-2.0,175.0,-1.0,orthodox,orthodox,139.0,-1.0,12,-4,1,0,1,0,10,-1.0,win,TKO,,,,,,
34.0,2.0,188.0,-3.0,196.0,3.0,orthodox,orthodox,248.0,1.0,22,-12,1,-1,1,1,20,-10.0,win,UD,117.0,7.0,117.0,7.0,118.0,9.0
32.0,-2.0,188.0,-5.0,196.0,-10.0,orthodox,orthodox,238.0,-17.0,19,-1,1,1,1,1,18,3.0,win,TKO,,,,,,
32.0,-7.0,188.0,-3.0,196.0,-6.0,orthodox,orthodox,239.0,-19.0,18,3,1,-30,1,0,17,7.0,win,KO,,,,,,
29.0,-13.0,188.0,3.0,196.0,11.0,orthodox,orthodox,248.0,19.0,13,-5,1,-13,0,-2,13,5.0,win,KO,,,,,,
28.0,-13.0,188.0,10.0,196.0,13.0,orthodox,orthodox,242.0,26.0,12,-3,1,-3,0,-1,12,6.0,win,TKO,,,,,,
28.0,6.0,188.0,8.0,196.0,8.0,orthodox,orthodox,245.0,-25.0,12,1,0,-15,0,0,12,3.0,loss,TKO,,,,,,
31.0,3.0,175.0,-5.0,177.0,-6.0,orthodox,orthodox,140.0,0.0,31,7,0,-3,0,0,22,3.0,win,TKO,,,,,,
31.0,7.0,175.0,-3.0,177.0,-1.0,orthodox,orthodox,140.0,0.0,30,3,0,-2,0,-1,22,8.0,win,UD,100.0,10.0,100.0,11.0,99.0,9.0
30.0,-2.0,175.0,-8.0,177.0,-3.0,orthodox,orthodox,139.0,-1.0,29,4,0,-1,0,0,21,0.0,win,RTD,,,,,,
28.0,-3.0,175.0,-3.0,177.0,-3.0,orthodox,orthodox,142.0,-4.0,25,7,0,-7,0,-1,18,13.0,win,UD,80.0,9.0,79.0,7.0,80.0,9.0
28.0,-6.0,175.0,4.0,177.0,4.0,orthodox,orthodox,144.0,0.0,24,0,0,-8,0,0,17,3.0,win,KO,90.0,10.0,90.0,10.0,90.0,10.0
28.0,-2.0,175.0,1.0,177.0,-1.0,orthodox,orthodox,140.0,0.0,23,-4,0,-9,0,-1,16,-2.0,win,TKO,30.0,3.0,30.0,3.0,30.0,3.0
28.0,-5.0,175.0,5.0,177.0,2.0,orthodox,orthodox,142.0,1.0,22,-3,0,-9,0,0,15,2.0,win,TKO,,,,,,
27.0,-6.0,175.0,-5.0,177.0,-14.0,orthodox,orthodox,142.0,1.0,21,-27,0,-10,0,-1,14,-17.0,win,KO,,,,,,
27.0,-1.0,175.0,5.0,177.0,2.0,orthodox,orthodox,142.0,3.0,19,2,0,-2,0,0,13,8.0,win,UD,100.0,10.0,98.0,6.0,97.0,4.0
26.0,-9.0,175.0,2.0,177.0,-3.0,orthodox,orthodox,143.0,3.0,16,-5,0,-9,0,-1,10,-2.0,win,KO,,,,,,
25.0,2.0,175.0,-3.0,177.0,-3.0,orthodox,orthodox,142.0,1.0,11,5,0,-8,0,-3,9,7.0,win,UD,60.0,6.0,59.0,4.0,59.0,4.0
25.0,-1.0,175.0,-3.0,177.0,-6.0,orthodox,orthodox,143.0,-1.0,10,2,0,-3,0,0,9,5.0,win,UD,,,,,,
22.0,-9.0,168.0,3.0,173.0,3.0,orthodox,orthodox,118.0,1.0,18,6,0,-2,0,-2,10,5.0,win,KO,,,,,,
28.0,4.0,168.0,-7.0,168.0,-2.0,southpaw,southpaw,131.0,1.0,17,8,2,-3,2,1,6,2.0,win,TKO,,,,,,
28.0,-3.0,168.0,0.0,168.0,0.0,southpaw,southpaw,131.0,2.0,16,9,1,-13,2,1,6,5.0,win,UD,,,,,,
20.0,-3.0,173.0,5.0,183.0,15.0,southpaw,southpaw,130.0,-9.0,0,0,4,4,0,0,0,0.0,win,UD,39.0,2.0,39.0,2.0,39.0,2.0
22.0,0.0,164.0,6.0,169.0,5.0,orthodox,orthodox,107.0,0.0,12,3,0,0,0,0,7,-2.0,loss,SD,102.0,-6.0,102.0,-6.0,,
21.0,-3.0,173.0,3.0,170.0,0.0,southpaw,southpaw,132.0,-2.0,3,0,0,-3,0,-1,1,0.0,win,UD,40.0,4.0,40.0,4.0,40.0,4.0
34.0,9.0,164.0,-1.0,177.0,8.0,orthodox,orthodox,112.0,0.0,12,-2,0,0,0,0,5,-4.0,win,SD,119.0,11.0,113.0,-1.0,115.0,3.0
34.0,7.0,164.0,4.0,177.0,11.0,orthodox,orthodox,112.0,0.0,11,-22,0,-6,0,-2,5,-14.0,win,UD,116.0,4.0,116.0,4.0,117.0,6.0
32.0,10.0,164.0,1.0,177.0,119.0,orthodox,orthodox,115.0,0.0,4,-5,0,-10,0,-3,2,-1.0,win,TD,,,,,,
27.0,-9.0,170.0,0.0,170.0,-10.0,orthodox,orthodox,147.0,1.0,11,-1,0,-11,0,-4,9,1.0,win,UD,79.0,6.0,78.0,4.0,77.0,2.0
25.0,2.0,170.0,-5.0,170.0,-10.0,orthodox,orthodox,148.0,-2.0,2,0,0,0,0,0,1,0.0,win,UD,38.0,1.0,38.0,1.0,38.0,1.0
34.0,8.0,163.0,11.0,174.0,20.0,orthodox,orthodox,112.0,0.0,34,22,2,1,3,2,22,14.0,win,UD,114.0,4.0,114.0,3.0,113.0,2.0
27.0,-9.0,178.0,0.0,185.0,5.0,southpaw,southpaw,160.0,0.0,17,-6,0,-9,0,0,12,-1.0,win,UD,80.0,8.0,80.0,8.0,80.0,8.0
25.0,-7.0,178.0,0.0,185.0,-3.0,southpaw,southpaw,157.0,1.0,8,3,0,-4,0,-1,5,1.0,win,RTD,,,,,,
24.0,-7.0,178.0,-2.0,185.0,-6.0,southpaw,southpaw,161.0,-1.0,1,-1,0,0,0,0,1,0.0,win,UD,60.0,6.0,60.0,7.0,60.0,6.0
24.0,3.0,180.0,0.0,191.0,6.0,orthodox,orthodox,176.0,0.0,1,-1,0,0,0,-1,1,-1.0,win,UD,40.0,4.0,40.0,4.0,40.0,4.0
24.0,-4.0,180.0,9.0,188.0,5.0,orthodox,orthodox,148.0,0.0,7,-4,0,-3,0,0,6,2.0,win,KO,,,,,,
35.0,8.0,180.0,7.0,184.0,1.0,orthodox,orthodox,179.0,2.0,27,3,0,-11,0,0,17,2.0,win,UD,96.0,2.0,97.0,4.0,98.0,6.0
33.0,-2.0,180.0,2.0,184.0,4.0,orthodox,orthodox,174.0,1.0,23,3,0,-6,0,-2,15,-1.0,win,UD,98.0,6.0,98.0,6.0,99.0,8.0
32.0,3.0,180.0,2.0,184.0,11.0,orthodox,orthodox,175.0,2.0,20,5,0,-6,0,-2,13,7.0,win,TKO,,,,,,
30.0,-4.0,180.0,0.0,184.0,2.0,orthodox,orthodox,176.0,2.0,14,0,0,-9,0,0,9,-2.0,win,TKO,,,,,,
24.0,-13.0,188.0,5.0,178.0,-5.0,southpaw,southpaw,200.0,-1.0,12,3,0,-3,0,0,9,5.0,win,RTD,,,,,,
26.0,-6.0,180.0,7.0,184.0,0.0,southpaw,southpaw,199.0,6.0,15,2,1,-6,0,-1,10,3.0,win,UD,99.0,9.0,96.0,3.0,98.0,7.0
31.0,6.0,185.0,5.0,191.0,7.0,orthodox,orthodox,199.0,3.0,36,23,3,2,0,0,18,8.0,loss,UD,91.0,-8.0,93.0,-6.0,91.0,-8.0
33.0,2.0,161.0,1.0,170.0,2.0,orthodox,orthodox,112.0,0.0,48,19,7,5,0,-1,29,4.0,win,UD,116.0,4.0,115.0,3.0,114.0,1.0
33.0,2.0,161.0,1.0,170.0,5.0,orthodox,orthodox,112.0,1.0,47,12,7,5,0,-3,28,6.0,win,KO,,,,,,
32.0,4.0,161.0,6.0,170.0,10.0,orthodox,orthodox,112.0,0.0,44,11,7,1,0,-1,27,9.0,win,UD,114.0,3.0,114.0,3.0,114.0,3.0
34.0,2.0,162.0,1.0,161.0,-9.0,southpaw,southpaw,112.0,0.0,82,39,3,-3,1,1,43,17.0,win,UD,116.0,5.0,117.0,7.0,117.0,7.0
29.0,3.0,161.0,2.0,170.0,3.0,orthodox,orthodox,108.0,0.0,32,6,5,-1,0,-5,17,1.0,win,UD,118.0,9.0,117.0,7.0,117.0,7.0
28.0,0.0,161.0,-7.0,170.0,2.0,orthodox,orthodox,108.0,0.0,29,3,5,-1,0,-1,15,-5.0,win,TKO,30.0,3.0,30.0,3.0,29.0,1.0
26.0,-2.0,161.0,2.0,170.0,9.0,orthodox,orthodox,108.0,0.0,22,-4,5,-8,0,-1,12,-3.0,win,UD,,,,,,
24.0,0.0,161.0,8.0,170.0,12.0,orthodox,orthodox,108.0,0.0,15,0,5,2,0,-1,9,-1.0,win,UD,,,,,,
24.0,-11.0,161.0,-4.0,170.0,0.0,orthodox,orthodox,111.0,0.0,12,-20,5,-1,0,-1,7,-22.0,win,TKO,,,,,,
22.0,-2.0,160.0,-1.0,165.0,-5.0,orthodox,orthodox,108.0,0.0,14,2,0,-4,1,1,10,3.0,win,MD,,,,,,
20.0,-2.0,168.0,7.0,160.0,-10.0,orthodox,orthodox,109.0,1.0,4,-4,2,1,0,0,1,-4.0,win,TKO,,,,,,
19.0,-2.0,160.0,-1.0,165.0,-5.0,orthodox,orthodox,109.0,2.0,6,1,0,0,1,1,4,2.0,win,SD,,,,,,
21.0,3.0,161.0,-4.0,170.0,5.0,orthodox,orthodox,109.0,0.0,4,4,0,0,0,0,1,1.0,win,TKO,,,,,,
30.0,-3.0,175.0,-5.0,178.0,-5.0,orthodox,orthodox,148.0,1.0,16,-13,2,-5,1,1,12,-9.0,win,TKO,,,,,,
27.0,-1.0,175.0,15.0,178.0,8.0,orthodox,orthodox,141.0,-4.0,9,4,0,-8,0,-2,7,7.0,win,TKO,19.0,2.0,19.0,2.0,19.0,2.0
26.0,-5.0,192.0,4.0,193.0,2.0,southpaw,southpaw,231.0,1.0,19,2,1,0,0,0,14,0.0,win,RTD,,,,,,
22.0,-1.0,178.0,0.0,185.0,2.0,orthodox,orthodox,144.0,1.0,7,-3,0,-1,1,0,3,-6.0,win,UD,80.0,9.0,79.0,7.0,79.0,7.0
30.0,1.0,191.0,-2.0,193.0,-8.0,orthodox,orthodox,228.0,-17.0,33,15,2,1,0,0,29,15.0,win,KO,,,,,,
28.0,-3.0,168.0,-4.0,172.0,8.0,orthodox,orthodox,143.0,0.0,34,15,2,1,0,0,24,10.0,win,TKO,,,,,,
22.0,-7.0,168.0,0.0,172.0,-2.0,orthodox,orthodox,135.0,-3.0,22,0,0,-6,0,0,15,1.0,win,UD,116.0,5.0,116.0,5.0,114.0,1.0
31.0,-10.0,182.0,-3.0,185.0,-6.0,southpaw,southpaw,200.0,-22.0,27,-2,6,-23,1,0,16,0.0,win,TKO,,,,,,
24.0,-13.0,173.0,10.0,174.0,6.0,southpaw,southpaw,127.0,3.0,14,-22,1,-27,0,-2,11,-17.0,win,UD,80.0,8.0,80.0,8.0,80.0,8.0
24.0,-2.0,173.0,5.0,174.0,1.0,southpaw,southpaw,126.0,0.0,14,-8,0,-1,0,0,11,-7.0,loss,UD,112.0,-3.0,113.0,-1.0,111.0,-5.0
27.0,-9.0,175.0,-10.0,183.0,-25.0,orthodox,orthodox,160.0,-1.0,12,2,0,-26,0,-1,9,2.0,win,TKO,,,,,,
26.0,-7.0,175.0,0.0,183.0,6.0,orthodox,orthodox,160.0,-5.0,9,7,0,-5,0,0,6,5.0,win,KO,,,,,,
19.0,-3.0,168.0,3.0,173.0,-5.0,orthodox,orthodox,121.0,1.0,4,2,0,-4,0,-1,1,1.0,win,UD,40.0,4.0,40.0,4.0,39.0,2.0
29.0,-2.0,178.0,0.0,187.0,22.0,orthodox,orthodox,159.0,2.0,13,-2,0,0,0,0,10,3.0,win,UD,80.0,8.0,80.0,8.0,80.0,8.0
28.0,-3.0,178.0,0.0,187.0,-6.0,orthodox,orthodox,160.0,1.0,5,2,0,-18,0,-2,5,2.0,win,UD,,,,,,
26.0,-12.0,178.0,0.0,187.0,9.0,orthodox,orthodox,164.0,-4.0,3,-2,0,-9,0,0,3,2.0,win,KO,,,,,,
24.0,-1.0,168.0,0.0,164.0,-5.0,orthodox,orthodox,115.0,0.0,28,9,3,-1,0,-1,18,6.0,win,UD,117.0,8.0,114.0,2.0,116.0,6.0
28.0,6.0,163.0,-5.0,173.0,4.0,orthodox,orthodox,115.0,0.0,27,13,1,-1,0,-1,16,7.0,win,SD,115.0,2.0,115.0,2.0,111.0,-6.0
34.0,12.0,166.0,-2.0,164.0,-5.0,southpaw,southpaw,114.0,-1.0,33,20,2,1,1,0,27,18.0,win,UD,120.0,12.0,118.0,8.0,117.0,6.0
31.0,10.0,166.0,-2.0,170.0,1.0,orthodox,orthodox,116.0,0.0,35,24,4,3,1,0,26,18.0,loss,UD,,,,,,
26.0,-1.0,168.0,3.0,170.0,2.0,orthodox,orthodox,132.0,0.0,20,-4,0,-12,0,-2,5,-11.0,win,UD,80.0,8.0,80.0,8.0,80.0,8.0
20.0,-15.0,168.0,-2.0,170.0,-3.0,orthodox,orthodox,128.0,0.0,9,-10,0,-12,0,0,4,0.0,win,UD,78.0,5.0,77.0,4.0,77.0,3.0
19.0,-4.0,168.0,-2.0,170.0,7.0,orthodox,orthodox,125.0,0.0,6,3,0,-1,0,0,3,3.0,win,TKO,,,,,,
36.0,4.0,198.0,-4.0,206.0,-2.0,orthodox,orthodox,251.0,4.0,58,31,3,3,0,0,50,35.0,win,UD,120.0,13.0,120.0,13.0,119.0,10.0
32.0,-5.0,202.0,-1.0,208.0,0.0,orthodox,orthodox,247.0,-9.0,26,-23,0,-4,0,0,14,-30.0,win,TKO,,,,,,
31.0,-3.0,202.0,14.0,208.0,15.0,orthodox,orthodox,248.0,0.0,25,4,0,-8,0,-4,13,3.0,win,TKO,,,,,,
30.0,1.0,202.0,19.0,208.0,20.0,orthodox,orthodox,259.0,-1.0,22,-12,0,-14,0,-1,10,-11.0,win,TKO,,,,,,
24.0,-7.0,173.0,-2.0,180.0,-9.0,orthodox,orthodox,140.0,0.0,20,5,1,0,2,2,10,3.0,win,UD,98.0,7.0,97.0,5.0,97.0,5.0
21.0,-5.0,173.0,-2.0,180.0,-8.0,orthodox,orthodox,135.0,-1.0,13,7,0,-2,1,1,7,4.0,win,KO,,,,,,
21.0,-3.0,173.0,5.0,180.0,11.0,orthodox,orthodox,136.0,3.0,12,-12,0,-4,1,1,6,-8.0,win,TKO,,,,,,
21.0,-1.0,173.0,-5.0,180.0,2.0,orthodox,orthodox,136.0,1.0,11,5,0,-3,1,0,5,3.0,win,TKO,,,,,,
20.0,-3.0,173.0,-7.0,180.0,-3.0,orthodox,orthodox,136.0,1.0,10,0,0,-3,1,1,5,1.0,win,SD,78.0,4.0,77.0,2.0,74.0,-4.0
20.0,-11.0,173.0,8.0,180.0,12.0,orthodox,orthodox,135.0,-2.0,8,1,0,-12,1,0,3,3.0,win,TKO,,,,,,
28.0,-9.0,170.0,-3.0,178.0,-7.0,orthodox,orthodox,134.0,-1.0,23,-10,0,-16,0,-6,18,-1.0,win,UD,80.0,8.0,80.0,8.0,80.0,8.0
27.0,7.0,170.0,-4.0,178.0,0.0,orthodox,orthodox,150.0,0.0,18,10,0,-6,0,-1,15,9.0,win,UD,98.0,6.0,98.0,6.0,98.0,5.0
26.0,1.0,170.0,0.0,178.0,-5.0,orthodox,orthodox,136.0,0.0,13,9,0,-2,0,0,11,9.0,win,TKO,,,,,,
29.0,-9.0,191.0,-7.0,192.0,-11.0,orthodox,orthodox,244.0,9.0,10,-14,0,-4,0,0,7,-6.0,win,KO,,,,,,
28.0,1.0,191.0,3.0,192.0,0.0,orthodox,orthodox,262.0,20.0,5,-4,0,-3,0,-1,3,1.0,win,UD,100.0,10.0,98.0,6.0,97.0,4.0
24.0,-12.0,170.0,0.0,183.0,13.0,orthodox,orthodox,134.0,-4.0,13,-15,0,-19,0,-1,10,-1.0,win,TKO,,,,,,
22.0,-8.0,170.0,2.0,183.0,3.0,orthodox,orthodox,134.0,-1.0,7,2,0,-2,0,-1,5,3.0,win,TKO,,,,,,
26.0,2.0,185.0,5.0,197.0,4.0,orthodox,orthodox,169.0,1.0,10,0,0,0,0,0,7,1.0,win,KO,,,,,,
24.0,-10.0,179.0,11.0,188.0,14.0,orthodox,orthodox,140.0,0.0,17,-12,0,-9,0,0,14,-2.0,win,KO,,,,,,
24.0,-2.0,179.0,1.0,188.0,6.0,orthodox,orthodox,140.0,2.0,16,-9,0,-2,0,0,14,-4.0,win,UD,99.0,8.0,98.0,6.0,100.0,10.0
24.0,1.0,179.0,8.0,188.0,11.0,orthodox,orthodox,140.0,1.0,15,-4,0,-2,0,0,13,-3.0,win,TKO,39.0,4.0,39.0,3.0,39.0,4.0
22.0,-5.0,179.0,4.0,188.0,5.0,orthodox,orthodox,140.0,2.0,8,-8,0,-2,0,0,7,0.0,win,TKO,,,,,,
27.0,6.0,165.0,3.0,169.0,3.0,orthodox,orthodox,112.0,0.0,19,1,1,0,0,-1,11,5.0,win,KO,99.0,9.0,97.0,5.0,96.0,3.0
35.0,-5.0,193.0,1.0,193.0,-13.0,southpaw,southpaw,257.0,13.0,32,6,9,-11,0,-3,30,9.0,win,TKO,,,,,,
25.0,-7.0,206.0,13.0,216.0,23.0,orthodox,orthodox,241.0,-33.0,21,-8,0,-7,0,0,15,-13.0,win,TKO,,,,,,
27.0,-8.0,193.0,13.0,193.0,0.0,southpaw,southpaw,244.0,13.0,23,12,4,-10,0,-1,22,13.0,win,TKO,,,,,,
27.0,0.0,193.0,10.0,193.0,5.0,southpaw,southpaw,244.0,-1.0,22,-10,4,-6,0,-1,21,2.0,win,KO,,,,,,
27.0,-9.0,193.0,5.0,193.0,-5.0,southpaw,southpaw,245.0,-12.0,21,-13,4,-32,0,-2,20,-9.0,win,TKO,,,,,,
25.0,-13.0,193.0,13.0,193.0,-10.0,southpaw,southpaw,249.0,38.0,8,-7,0,-33,0,-4,8,1.0,win,TKO,,,,,,
24.0,-19.0,193.0,0.0,193.0,-13.0,southpaw,southpaw,255.0,15.0,4,3,0,-6,0,-1,4,3.0,win,TKO,,,,,,
20.0,-6.0,170.0,5.0,170.0,2.0,orthodox,orthodox,119.0,0.0,20,5,0,-1,2,2,13,6.0,win,UD,96.0,3.0,98.0,7.0,97.0,5.0
25.0,0.0,165.0,-9.0,168.0,-10.0,orthodox,orthodox,119.0,0.0,11,-9,1,-2,0,0,4,-14.0,win,TKO,39.0,3.0,39.0,3.0,38.0,1.0
22.0,5.0,165.0,-5.0,168.0,-7.0,orthodox,orthodox,119.0,0.0,1,-1,0,-1,0,-2,1,0.0,win,MD,40.0,5.0,38.0,1.0,38.0,0.0
27.0,-11.0,180.0,-3.0,180.0,-6.0,orthodox,orthodox,187.0,0.0,14,-14,0,-44,0,-4,11,-6.0,win,TKO,,,,,,
35.0,16.0,164.0,5.0,164.0,-7.0,orthodox,orthodox,112.0,1.0,7,-8,1,-1,0,0,2,-8.0,win,UD,100.0,11.0,100.0,11.0,100.0,11.0
33.0,0.0,164.0,6.0,164.0,7.0,orthodox,orthodox,112.0,0.0,5,-23,0,0,0,-2,1,-12.0,win,UD,120.0,17.0,119.0,13.0,119.0,13.0
28.0,-4.0,168.0,-7.0,170.0,-13.0,orthodox,orthodox,136.0,0.0,32,10,2,-10,0,-1,24,10.0,win,UD,79.0,7.0,78.0,5.0,78.0,5.0
26.0,-5.0,168.0,0.0,170.0,2.0,orthodox,orthodox,134.0,1.0,29,22,1,-11,0,-1,21,20.0,win,KO,,,,,,
22.0,-4.0,168.0,-10.0,170.0,-21.0,orthodox,orthodox,136.0,0.0,13,8,1,-2,0,0,11,7.0,win,KO,60.0,7.0,60.0,6.0,60.0,6.0
21.0,-15.0,168.0,5.0,170.0,-3.0,orthodox,orthodox,135.0,2.0,12,3,1,-30,0,0,10,9.0,win,KO,10.0,5.0,10.0,4.0,10.0,2.0
20.0,-2.0,168.0,-5.0,170.0,-3.0,orthodox,orthodox,133.0,-2.0,2,1,1,-1,0,0,2,2.0,win,KO,,,,,,
20.0,-3.0,173.0,-5.0,170.0,-8.0,orthodox,orthodox,129.0,0.0,10,5,0,-2,1,0,7,5.0,win,TKO,,,,,,
18.0,-6.0,173.0,5.0,170.0,-3.0,orthodox,orthodox,127.0,1.0,1,0,0,-1,0,0,1,1.0,win,TKO,,,,,,
35.0,8.0,179.0,-4.0,183.0,-2.0,orthodox,orthodox,178.0,0.0,31,15,5,5,1,1,18,5.0,win,TKO,60.0,7.0,59.0,5.0,59.0,5.0
25.0,-3.0,183.0,0.0,185.0,-3.0,orthodox,orthodox,177.0,4.0,12,0,0,-3,0,0,11,6.0,win,UD,80.0,9.0,78.0,5.0,80.0,9.0
27.0,1.0,170.0,1.0,180.0,11.0,southpaw,southpaw,123.0,0.0,6,1,2,1,0,0,1,-3.0,loss,KO,,,,,,
24.0,-1.0,169.0,6.0,169.0,-4.0,orthodox,orthodox,122.0,1.0,3,-1,1,-3,0,0,3,3.0,win,UD,40.0,4.0,40.0,4.0,40.0,4.0
20.0,-5.0,180.0,10.0,182.0,10.0,orthodox,orthodox,153.0,3.0,6,-2,0,-22,0,0,3,-4.0,win,TKO,10.0,2.0,10.0,2.0,10.0,2.0
33.0,-10.0,198.0,13.0,208.0,20.0,orthodox,orthodox,221.0,-25.0,16,-6,0,-1,0,0,11,-5.0,draw,SD,95.0,0.0,97.0,4.0,94.0,-2.0
42.0,7.0,185.0,2.0,188.0,-1.0,southpaw,southpaw,232.0,-1.0,20,2,1,-1,0,0,15,5.0,win,KO,,,,,,
41.0,3.0,185.0,-16.0,188.0,-22.0,southpaw,southpaw,229.0,-11.0,19,5,0,-1,0,0,14,8.0,win,RTD,,,,,,
41.0,4.0,185.0,-8.0,188.0,-15.0,southpaw,southpaw,226.0,-23.0,18,-8,0,-17,0,-2,14,3.0,win,UD,120.0,12.0,116.0,4.0,119.0,10.0
40.0,5.0,185.0,-3.0,188.0,-5.0,southpaw,southpaw,234.0,-13.0,17,-4,0,-13,0,-4,13,3.0,win,TKO,,,,,,
40.0,10.0,185.0,-8.0,188.0,0.0,southpaw,southpaw,236.0,30.0,16,-7,0,-15,0,-1,12,1.0,win,KO,,,,,,
39.0,3.0,185.0,0.0,188.0,-13.0,southpaw,southpaw,226.0,15.0,15,-17,0,-12,0,-1,11,-17.0,win,TKO,,,,,,
39.0,3.0,185.0,-6.0,188.0,-10.0,southpaw,southpaw,223.0,-4.0,14,-19,0,-7,0,-1,11,-11.0,win,UD,100.0,10.0,100.0,10.0,99.0,8.0
38.0,2.0,185.0,-3.0,188.0,0.0,southpaw,southpaw,217.0,-9.0,12,-9,0,-9,0,-2,9,-3.0,win,TKO,,,,,,
38.0,6.0,185.0,-8.0,188.0,-20.0,southpaw,southpaw,223.0,-12.0,11,0,0,-6,0,0,8,3.0,win,KO,,,,,,
27.0,9.0,165.0,4.0,169.0,4.0,orthodox,orthodox,112.0,0.0,20,5,1,1,0,0,12,6.0,win,TKO,58.0,3.0,57.0,1.0,58.0,3.0
29.0,-3.0,177.0,2.0,175.0,-5.0,orthodox,orthodox,147.0,0.0,31,12,6,4,0,-1,18,14.0,win,TKO,,,,,,
29.0,1.0,170.0,-7.0,175.0,0.0,orthodox,orthodox,145.0,-2.0,33,3,3,-2,0,0,30,12.0,win,TKO,47.0,-1.0,47.0,-1.0,48.0,1.0
23.0,-6.0,177.0,2.0,175.0,1.0,orthodox,orthodox,140.0,0.0,22,-1,2,-1,0,0,13,-2.0,loss,MD,94.0,0.0,93.0,-2.0,93.0,-2.0
20.0,-1.0,170.0,-7.0,185.0,10.0,orthodox,orthodox,135.0,0.0,12,-4,1,0,1,1,3,-6.0,win,SD,95.0,2.0,97.0,5.0,94.0,-1.0
20.0,-4.0,177.0,-3.0,175.0,-8.0,orthodox,orthodox,128.0,-2.0,12,-4,1,-1,0,-1,8,4.0,win,UD,,,,,,
19.0,-4.0,177.0,4.0,175.0,7.0,orthodox,orthodox,134.0,0.0,5,-1,1,0,0,-1,4,-1.0,win,UD,,,,,,
33.0,0.0,166.0,-4.0,166.0,-7.0,orthodox,orthodox,118.0,1.0,28,-6,4,-4,0,-1,22,-3.0,win,UD,,,119.0,8.0,117.0,6.0
29.0,-1.0,166.0,-2.0,166.0,-9.0,orthodox,orthodox,118.0,0.0,27,8,1,1,0,0,22,8.0,loss,UD,110.0,-7.0,110.0,-7.0,111.0,-5.0
28.0,-6.0,175.0,-5.0,178.0,-5.0,southpaw,southpaw,150.0,0.0,30,-4,5,-8,2,0,23,10.0,win,TKO,,,,,,
23.0,-9.0,175.0,-5.0,178.0,-10.0,southpaw,southpaw,142.0,0.0,27,-2,2,-2,1,0,21,2.0,win,KO,,,,,,
23.0,-15.0,175.0,5.0,178.0,0.0,southpaw,southpaw,140.0,1.0,26,-7,2,-3,1,0,21,-4.0,win,UD,100.0,11.0,99.0,9.0,100.0,11.0
22.0,-11.0,175.0,0.0,178.0,0.0,southpaw,southpaw,144.0,0.0,24,-22,2,-3,1,0,19,-10.0,win,RTD,,,,,,
22.0,-7.0,175.0,-3.0,178.0,0.0,southpaw,southpaw,140.0,0.0,23,2,1,-1,1,-1,18,8.0,win,TKO,,,,,,
21.0,-10.0,175.0,-5.0,178.0,-13.0,southpaw,southpaw,140.0,0.0,22,0,1,-1,1,1,17,4.0,win,TKO,,,,,,
21.0,-13.0,175.0,0.0,178.0,-10.0,southpaw,southpaw,144.0,2.0,20,-11,1,-11,1,1,15,-10.0,win,KO,,,,,,
20.0,-13.0,175.0,4.0,178.0,5.0,southpaw,southpaw,143.0,0.0,18,-6,1,-6,1,1,13,-1.0,win,TKO,,,,,,
20.0,-11.0,175.0,-3.0,178.0,-18.0,southpaw,southpaw,143.0,0.0,17,8,1,-4,1,0,12,7.0,win,KO,,,,,,
19.0,-3.0,175.0,0.0,178.0,0.0,southpaw,southpaw,142.0,0.0,16,4,1,1,0,0,11,3.0,draw,TD,,,,,,
19.0,-1.0,175.0,2.0,178.0,0.0,southpaw,southpaw,139.0,0.0,11,0,1,1,0,0,7,0.0,win,KO,,,,,,
18.0,-1.0,175.0,0.0,178.0,-12.0,southpaw,southpaw,136.0,-1.0,5,4,0,-3,0,0,3,2.0,win,TKO,,,,,,
17.0,-11.0,175.0,0.0,178.0,0.0,southpaw,southpaw,137.0,-1.0,2,0,0,-1,0,0,1,-1.0,win,TKO,,,,,,
27.0,0.0,168.0,3.0,168.0,-5.0,orthodox,orthodox,125.0,-2.0,18,10,3,2,0,0,10,4.0,draw,SD,,,,,,
24.0,-9.0,180.0,5.0,178.0,5.0,orthodox,orthodox,148.0,1.0,21,4,0,-3,0,-1,19,7.0,win,TKO,,,,,,
43.0,21.0,165.0,-15.0,168.0,-10.0,orthodox,orthodox,148.0,-2.0,26,11,15,15,1,1,17,3.0,loss,RTD,,,,,,
26.0,-3.0,161.0,4.0,166.0,3.0,orthodox,orthodox,115.0,1.0,13,-3,3,-2,0,-1,4,-5.0,win,UD,98.0,6.0,98.0,6.0,98.0,6.0
23.0,-1.0,163.0,2.0,168.0,2.0,orthodox,orthodox,115.0,0.0,16,7,2,1,4,4,8,5.0,win,UD,,,,,,
25.0,-8.0,188.0,15.0,203.0,19.0,orthodox,orthodox,195.0,2.0,16,0,0,-9,0,-1,11,2.0,win,UD,99.0,8.0,97.0,4.0,99.0,8.0
36.0,3.0,188.0,15.0,197.0,23.0,orthodox,orthodox,196.0,12.0,25,1,4,-12,0,-3,23,9.0,win,TKO,,,,,,
